cell,cycle,q_dis,n_raw_narrow,w_narrow_4_dur,w_narrow_8_dur,w_narrow_16_dur,w_narrow_32_dur,n_raw_medium,w_medium_4_dur,w_medium_8_dur,w_medium_16_dur,w_medium_32_dur,n_raw_wide,w_wide_4_dur,w_wide_8_dur,w_wide_16_dur,w_wide_32_dur,soh
CS2_38,159,1.0021391055419961,87,2581.312947527098,2581.312947527098,2581.312947527098,2581.312947527098,148,4412.244193418563,4412.244193418563,4412.244193418563,4412.244193418563,176,5252.671356529172,5252.671356529172,5252.671356529172,5252.671356529172,0.8879372334154042
CS2_38,160,1.004584744149776,87,2581.312902795471,2581.312902795471,2581.312902795471,2581.312902795471,148,4412.243971444492,4412.243971444492,4412.243971444492,4412.243971444492,176,5252.671391436306,5252.671391436306,5252.671391436306,5252.671391436306,0.8901041716850684
CS2_38,161,1.0030662766793927,88,2611.2510787384817,2611.2510787384817,2611.2510787384817,2611.2510787384817,147,4382.150571052334,4382.150571052334,4382.150571052334,4382.150571052334,177,5282.59381323462,5282.59381323462,5282.59381323462,5282.59381323462,0.8887587458881635
CS2_38,162,0.9963700458986349,86,2551.2819646637363,2551.2819646637363,2551.2819646637363,2551.2819646637363,147,4382.212929543748,4382.212929543748,4382.212929543748,4382.212929543748,177,5282.670949929627,5282.670949929627,5282.670949929627,5282.670949929627,0.8828256048692213
CS2_38,163,1.0091201527480003,87,2581.296700331586,2581.296700331586,2581.296700331586,2581.296700331586,148,4412.227655121445,4412.227655121445,4412.227655121445,4412.227655121445,174,5192.624424288311,5192.624424288311,5192.624424288311,5192.624424288311,0.8941227337198646
CS2_38,164,1.012848514458888,84,2491.2706696438254,2491.2706696438254,2491.2706696438254,2491.2706696438254,147,4382.235029263073,4382.235029263073,4382.235029263073,4382.235029263073,179,5342.72488853446,5342.72488853446,5342.72488853446,5342.72488853446,0.8974262184002144
CS2_38,165,1.0098776428470693,83,2461.241093582037,2461.241093582037,2461.241093582037,2461.241093582037,147,4382.20628813075,4382.20628813075,4382.20628813075,4382.20628813075,179,5342.696813705377,5342.696813705377,5342.696813705377,5342.696813705377,0.8947939016836605
CS2_38,166,0.9956094381322877,85,2521.2672236424696,2521.2672236424696,2521.2672236424696,2521.2672236424696,148,4412.214244952658,4412.214244952658,4412.214244952658,4412.214244952658,176,5252.642033850279,5252.642033850279,5252.642033850279,5252.642033850279,0.8821516745215984
CS2_38,167,0.996178476833439,86,2551.297237707593,2551.297237707593,2551.297237707593,2551.297237707593,148,4412.24377874349,4412.24377874349,4412.24377874349,4412.24377874349,175,5222.655688519037,5222.655688519037,5222.655688519037,5222.655688519037,0.8826558666514257
CS2_38,168,0.9967010177599676,86,2551.235367951158,2551.235367951158,2551.235367951158,2551.235367951158,147,4382.041641612712,4382.041641612712,4382.041641612712,4382.041641612712,175,5222.4690749228175,5222.4690749228175,5222.4690749228175,5222.4690749228175,0.8831188598048534
CS2_38,169,0.9961539478508428,85,2521.266778666788,2521.266778666788,2521.266778666788,2521.266778666788,147,4382.213194033917,4382.213194033917,4382.213194033917,4382.213194033917,175,5222.6406153641,5222.6406153641,5222.6406153641,5222.6406153641,0.8826341329451722
CS2_38,170,1.0003577488336504,86,2551.2969997185864,2551.2969997185864,2551.2969997185864,2551.2969997185864,147,4382.196743069799,4382.196743069799,4382.196743069799,4382.196743069799,174,5192.609001074627,5192.609001074627,5192.609001074627,5192.609001074627,0.8863588767395822
CS2_38,171,1.0085682902528355,85,2521.25351988076,2521.25351988076,2521.25351988076,2521.25351988076,147,4382.170490925375,4382.170490925375,4382.170490925375,4382.170490925375,177,5282.6136751830345,5282.6136751830345,5282.6136751830345,5282.6136751830345,0.8936337604281605
CS2_38,172,1.0100253813209612,83,2461.2399404436583,2461.2399404436583,2461.2399404436583,2461.2399404436583,147,4382.219891892804,4382.219891892804,4382.219891892804,4382.219891892804,179,5342.709840742871,5342.709840742871,5342.709840742871,5342.709840742871,0.8949248041612219
CS2_38,173,1.0110141554721217,83,2461.2407430169405,2461.2407430169405,2461.2407430169405,2461.2407430169405,148,4412.20534675126,4412.20534675126,4412.20534675126,4412.20534675126,178,5312.664664174779,5312.664664174779,5312.664664174779,5312.664664174779,0.8958008994851134
CS2_38,174,1.011503053553021,82,2431.223085174919,2431.223085174919,2431.223085174919,2431.223085174919,147,4382.206256602018,4382.206256602018,4382.206256602018,4382.206256602018,178,5312.6814786161995,5312.6814786161995,5312.6814786161995,5312.6814786161995,0.8962340836678032
CS2_38,175,1.0119369932538156,83,2461.2414484578767,2461.2414484578767,2461.2414484578767,2461.2414484578767,147,4382.222466805193,4382.222466805193,4382.222466805193,4382.222466805193,179,5342.713051998639,5342.713051998639,5342.713051998639,5342.713051998639,0.8966185724231686
CS2_38,176,0.8998927850680261,82,2431.2269114559167,2431.2269114559167,2431.2269114559167,2431.2269114559167,148,4412.239128886664,4412.239128886664,4412.239128886664,4412.239128886664,179,5342.714577125618,5342.714577125618,5342.714577125618,5342.714577125618,0.7973427097345227
CS2_38,177,1.0128524629196534,82,2431.2428324321518,2431.2428324321518,2431.2428324321518,2431.2428324321518,147,4382.240437347442,4382.240437347442,4382.240437347442,4382.240437347442,180,5372.731347316934,5372.731347316934,5372.731347316934,5372.731347316934,0.8974297169018784
CS2_38,178,1.0132373732790931,81,2401.196670308942,2401.196670308942,2401.196670308942,2401.196670308942,147,4382.209723721608,4382.209723721608,4382.209723721608,4382.209723721608,179,5342.685247644666,5342.685247644666,5342.685247644666,5342.685247644666,0.8977707636066561
CS2_38,179,1.0132924904635487,82,2431.243639316177,2431.243639316177,2431.243639316177,2431.243639316177,147,4382.210379989643,4382.210379989643,4382.210379989643,4382.210379989643,179,5342.701683471096,5342.701683471096,5342.701683471096,5342.701683471096,0.897819599741289
CS2_38,180,1.0133722920275545,82,2431.24363518093,2431.24363518093,2431.24363518093,2431.24363518093,147,4382.226067518175,4382.226067518175,4382.226067518175,4382.226067518175,179,5342.717359691276,5342.717359691276,5342.717359691276,5342.717359691276,0.8978903072703872
CS2_38,181,1.013356980947485,82,2431.2440191794885,2431.2440191794885,2431.2440191794885,2431.2440191794885,147,4382.242007531866,4382.242007531866,4382.242007531866,4382.242007531866,179,5342.717621514865,5342.717621514865,5342.717621514865,5342.717621514865,0.8978767410119681
CS2_38,182,1.0135603495499907,81,2401.213124405942,2401.213124405942,2401.213124405942,2401.213124405942,147,4382.195222188369,4382.195222188369,4382.195222188369,4382.195222188369,179,5342.6867933830945,5342.6867933830945,5342.6867933830945,5342.6867933830945,0.8980569341141772
CS2_38,183,1.0138592584883455,81,2401.212937188626,2401.212937188626,2401.212937188626,2401.212937188626,147,4382.226869810722,4382.226869810722,4382.226869810722,4382.226869810722,180,5372.733676185191,5372.733676185191,5372.733676185191,5372.733676185191,0.8983217799567333
CS2_38,184,1.0145602959731832,81,2401.2134540086845,2401.2134540086845,2401.2134540086845,2401.2134540086845,147,4382.211786756176,4382.211786756176,4382.211786756176,4382.211786756176,180,5372.718619215651,5372.718619215651,5372.718619215651,5372.718619215651,0.8989429285391656
CS2_38,185,1.0150351883747533,81,2401.2291847398737,2401.2291847398737,2401.2291847398737,2401.2291847398737,147,4382.243515310518,4382.243515310518,4382.243515310518,4382.243515310518,180,5372.7507613272755,5372.7507613272755,5372.7507613272755,5372.7507613272755,0.8993637031031839
CS2_38,186,1.0165421145821725,81,2401.214297188446,2401.214297188446,2401.214297188446,2401.214297188446,147,4382.229080639372,4382.229080639372,4382.229080639372,4382.229080639372,180,5372.720630175434,5372.720630175434,5372.720630175434,5372.720630175434,0.9006989028575666
CS2_38,187,1.016887768685784,80,2371.1839753449312,2371.1839753449312,2371.1839753449312,2371.1839753449312,148,4412.22986424563,4412.22986424563,4412.22986424563,4412.22986424563,180,5372.722363807785,5372.722363807785,5372.722363807785,5372.722363807785,0.9010051668749891
CS2_38,188,1.0013731812826023,78,2311.1667024082853,2311.1667024082853,2311.1667024082853,2311.1667024082853,145,4322.196559826552,4322.196559826552,4322.196559826552,4322.196559826552,177,5282.687678952876,5282.687678952876,5282.687678952876,5282.687678952876,0.8872585924322005
CS2_38,189,0.9995908783728922,85,2521.2830677117454,2521.2830677117454,2521.2830677117454,2521.2830677117454,147,4382.2303313663,4382.2303313663,4382.2303313663,4382.2303313663,175,5222.658062539995,5222.658062539995,5222.658062539995,5222.658062539995,0.8856793973823274
CS2_38,190,0.9990848788107272,84,2491.2211890927865,2491.2211890927865,2491.2211890927865,2491.2211890927865,147,4382.168069972307,4382.168069972307,4382.168069972307,4382.168069972307,175,5222.595571086626,5222.595571086626,5222.595571086626,5222.595571086626,0.8852310605707475
CS2_38,191,0.9988850757089835,85,2521.282893572061,2521.282893572061,2521.282893572061,2521.282893572061,147,4382.229533770413,4382.229533770413,4382.229533770413,4382.229533770413,175,5222.641379651846,5222.641379651846,5222.641379651846,5222.641379651846,0.885054026651595
CS2_38,192,0.9950318859361644,85,2521.2828074370045,2521.2828074370045,2521.2828074370045,2521.2828074370045,146,4352.214325011591,4352.214325011591,4352.214325011591,4352.214325011591,174,5192.626060547656,5192.626060547656,5192.626060547656,5192.626060547656,0.8816399390785419
CS2_38,193,1.0075555728792338,88,2611.3132817968726,2611.3132817968726,2611.3132817968726,2611.3132817968726,148,4412.214957656688,4412.214957656688,4412.214957656688,4412.214957656688,176,5252.642084481544,5252.642084481544,5252.642084481544,5252.642084481544,0.892736450406054
CS2_38,194,1.0092979735043883,83,2461.2252857383573,2461.2252857383573,2461.2252857383573,2461.2252857383573,146,4352.175053298357,4352.175053298357,4352.175053298357,4352.175053298357,178,5312.665280077024,5312.665280077024,5312.665280077024,5312.665280077024,0.8942802903600534
CS2_38,195,0.9995732274891438,81,2401.2266249553068,2401.2266249553068,2401.2266249553068,2401.2266249553068,147,4382.2389013633365,4382.2389013633365,4382.2389013633365,4382.2389013633365,178,5312.714055768796,5312.714055768796,5312.714055768796,5312.714055768796,0.8856637579598199
CS2_38,196,0.9945382472801114,85,2521.2821096301777,2521.2821096301777,2521.2821096301777,2521.2821096301777,146,4352.216024057823,4352.216024057823,4352.216024057823,4352.216024057823,174,5192.625167899532,5192.625167899532,5192.625167899532,5192.625167899532,0.8812025545476533
CS2_38,197,1.000627161108464,90,2671.35819342397,2671.35819342397,2671.35819342397,2671.35819342397,153,4562.320437753084,4562.320437753084,4562.320437753084,4562.320437753084,176,5252.671673831217,5252.671673831217,5252.671673831217,5252.671673831217,0.8865975873024405
CS2_38,198,1.011861186955762,88,2611.296721374507,2611.296721374507,2611.296721374507,2611.296721374507,148,4412.212804747618,4412.212804747618,4412.212804747618,4412.212804747618,177,5282.655682384493,5282.655682384493,5282.655682384493,5282.655682384493,0.896551404867091
CS2_38,199,1.0137378410908697,83,2461.2558063724464,2461.2558063724464,2461.2558063724464,2461.2558063724464,148,4412.251194770022,4412.251194770022,4412.251194770022,4412.251194770022,178,5312.711039635087,5312.711039635087,5312.711039635087,5312.711039635087,0.898214199055632
CS2_38,200,1.0045833422522819,83,2461.241276333225,2461.241276333225,2461.241276333225,2461.241276333225,148,4412.237710631547,4412.237710631547,4412.237710631547,4412.237710631547,179,5342.7128365608805,5342.7128365608805,5342.7128365608805,5342.7128365608805,0.8901029295451542
CS2_38,201,0.9992165684614198,86,2551.2982355483473,2551.2982355483473,2551.2982355483473,2551.2982355483473,148,4412.229325260363,4412.229325260363,4412.229325260363,4412.229325260363,175,5222.641606222445,5222.641606222445,5222.641606222445,5222.641606222445,0.8853477431185682
CS2_38,202,1.0010093165407206,86,2551.3000773156746,2551.3000773156746,2551.3000773156746,2551.3000773156746,147,4382.226349497025,4382.226349497025,4382.226349497025,4382.226349497025,176,5252.655948403146,5252.655948403146,5252.655948403146,5252.655948403146,0.8869361930263125
CS2_38,203,1.0018635603221435,85,2521.283099210341,2521.283099210341,2521.283099210341,2521.283099210341,147,4382.230079803427,4382.230079803427,4382.230079803427,4382.230079803427,175,5222.657809237673,5222.657809237673,5222.657809237673,5222.657809237673,0.8876930888062938
CS2_38,204,0.9997226180472225,85,2521.2673814012815,2521.2673814012815,2521.2673814012815,2521.2673814012815,147,4382.214392284965,4382.214392284965,4382.214392284965,4382.214392284965,175,5222.641947594588,5222.641947594588,5222.641947594588,5222.641947594588,0.885796124253187
CS2_38,205,1.0064685812392735,86,2551.2822343218286,2551.2822343218286,2551.2822343218286,2551.2822343218286,147,4382.198231033981,4382.198231033981,4382.198231033981,4382.198231033981,175,5222.625720368931,5222.625720368931,5222.625720368931,5222.625720368931,0.8917733302721381
CS2_38,206,1.011008155271501,83,2461.207488618922,2461.207488618922,2461.207488618922,2461.207488618922,147,4382.158241473924,4382.158241473924,4382.158241473924,4382.158241473924,177,5282.618208569082,5282.618208569082,5282.618208569082,5282.618208569082,0.8957955830559773
CS2_38,207,1.0128705309634611,83,2461.22624324332,2461.22624324332,2461.22624324332,2461.22624324332,147,4382.1920282308565,4382.1920282308565,4382.1920282308565,4382.1920282308565,178,5312.651741487818,5312.651741487818,5312.651741487818,5312.651741487818,0.8974457259456761
CS2_38,208,0.9989594515290072,81,2401.2076895145874,2401.2076895145874,2401.2076895145874,2401.2076895145874,144,4292.157322634215,4292.157322634215,4292.157322634215,4292.157322634215,177,5282.662869108666,5282.662869108666,5282.662869108666,5282.662869108666,0.8851199267442066
CS2_38,209,0.9994072077347287,86,2551.2979334392585,2551.2979334392585,2551.2979334392585,2551.2979334392585,147,4382.22950386579,4382.22950386579,4382.22950386579,4382.22950386579,175,5222.641463486158,5222.641463486158,5222.641463486158,5222.641463486158,0.8855166575017972
CS2_38,210,0.8803507006986777,86,2551.2962692451547,2551.2962692451547,2551.2962692451547,2551.2962692451547,148,4412.2297664015205,4412.2297664015205,4412.2297664015205,4412.2297664015205,175,5222.642618965416,5222.642618965416,5222.642618965416,5222.642618965416,0.7800276042425512
CS2_38,211,0.9985837283913117,85,2521.2829084792174,2521.2829084792174,2521.2829084792174,2521.2829084792174,147,4382.229843172798,4382.229843172798,4382.229843172798,4382.229843172798,176,5252.67093196942,5252.67093196942,5252.67093196942,5252.67093196942,0.8847870203028048
CS2_38,212,0.9977845963948528,85,2521.2676155056397,2521.2676155056397,2521.2676155056397,2521.2676155056397,147,4382.198823813669,4382.198823813669,4382.198823813669,4382.198823813669,175,5222.626771086681,5222.626771086681,5222.626771086681,5222.626771086681,0.8840789558732807
CS2_38,213,1.0095745317072407,87,2581.3139113730285,2581.3139113730285,2581.3139113730285,2581.3139113730285,148,4412.2459642387985,4412.2459642387985,4412.2459642387985,4412.2459642387985,176,5252.6739942483255,5252.6739942483255,5252.6739942483255,5252.6739942483255,0.8945253325145418
CS2_38,214,1.0124961224453202,82,2431.242072419991,2431.242072419991,2431.242072419991,2431.242072419991,147,4382.238854511495,4382.238854511495,4382.238854511495,4382.238854511495,178,5312.713379856636,5312.713379856636,5312.713379856636,5312.713379856636,0.8971139843122773
CS2_38,215,1.0043295914960986,81,2401.21237171712,2401.21237171712,2401.21237171712,2401.21237171712,147,4382.225820346182,4382.225820346182,4382.225820346182,4382.225820346182,179,5342.716909367242,5342.716909367242,5342.716909367242,5342.716909367242,0.889878095743962
CS2_38,216,0.9983635485503157,84,2491.268449356634,2491.268449356634,2491.268449356634,2491.268449356634,147,4382.231419522548,4382.231419522548,4382.231419522548,4382.231419522548,176,5252.67440100864,5252.67440100864,5252.67440100864,5252.67440100864,0.8845919317389651
CS2_38,217,1.0024788543702066,85,2521.283545384038,2521.283545384038,2521.283545384038,2521.283545384038,148,4412.24586104622,4412.24586104622,4412.24586104622,4412.24586104622,175,5222.658647164208,5222.658647164208,5222.658647164208,5222.658647164208,0.8882382651114122
CS2_38,218,1.0096581843598003,85,2521.268615000503,2521.268615000503,2521.268615000503,2521.268615000503,147,4382.201192877255,4382.201192877255,4382.201192877255,4382.201192877255,176,5252.6442026289005,5252.6442026289005,5252.6442026289005,5252.6442026289005,0.8945994522694449
CS2_38,219,1.0131702302296084,81,2401.228479389334,2401.228479389334,2401.228479389334,2401.228479389334,148,4412.257310235145,4412.257310235145,4412.257310235145,4412.257310235145,179,5342.733413985319,5342.733413985319,5342.733413985319,5342.733413985319,0.8977112720517683
CS2_38,220,0.9025875285689118,80,2371.214407683816,2371.214407683816,2371.214407683816,2371.214407683816,146,4352.197881536209,4352.197881536209,4352.197881536209,4352.197881536209,179,5342.705104555585,5342.705104555585,5342.705104555585,5342.705104555585,0.7997303653760481
CS2_38,221,1.0135326853650177,80,2371.1834683594643,2371.1834683594643,2371.1834683594643,2371.1834683594643,147,4382.197777807654,4382.197777807654,4382.197777807654,4382.197777807654,179,5342.674253962818,5342.674253962818,5342.674253962818,5342.674253962818,0.8980324224872644
CS2_38,222,1.0139691424045907,81,2401.2303313169978,2401.2303313169978,2401.2303313169978,2401.2303313169978,147,4382.230105211842,4382.230105211842,4382.230105211842,4382.230105211842,179,5342.721807398542,5342.721807398542,5342.721807398542,5342.721807398542,0.8984191417102545
CS2_38,223,1.0145587191747438,80,2371.1998097501346,2371.1998097501346,2371.1998097501346,2371.1998097501346,147,4382.230449310795,4382.230449310795,4382.230449310795,4382.230449310795,179,5342.722681354964,5342.722681354964,5342.722681354964,5342.722681354964,0.8989415314296864
CS2_38,224,1.014986463310244,80,2371.2157603151863,2371.2157603151863,2371.2157603151863,2371.2157603151863,147,4382.246868059563,4382.246868059563,4382.246868059563,4382.246868059563,179,5342.722924411704,5342.722924411704,5342.722924411704,5342.722924411704,0.8993205306546295
CS2_38,225,1.0154350848654374,81,2401.2313676789054,2401.2313676789054,2401.2313676789054,2401.2313676789054,147,4382.247183988104,4382.247183988104,4382.247183988104,4382.247183988104,179,5342.738833372889,5342.738833372889,5342.738833372889,5342.738833372889,0.8997180281481073
CS2_38,226,1.016714928230062,80,2371.2162498572143,2371.2162498572143,2371.2162498572143,2371.2162498572143,147,4382.248248274787,4382.248248274787,4382.248248274787,4382.248248274787,180,5372.756296829728,5372.756296829728,5372.756296829728,5372.756296829728,0.9008520229898466
CS2_38,227,1.0164193346642243,80,2371.2016799333505,2371.2016799333505,2371.2016799333505,2371.2016799333505,147,4382.233764440811,4382.233764440811,4382.233764440811,4382.233764440811,180,5372.742290883791,5372.742290883791,5372.742290883791,5372.742290883791,0.9005901147062422
CS2_38,228,1.0164629413253792,79,2341.2020137413056,2341.2020137413056,2341.2020137413056,2341.2020137413056,147,4382.249714414473,4382.249714414473,4382.249714414473,4382.249714414473,180,5372.758201930206,5372.758201930206,5372.758201930206,5372.758201930206,0.9006287520349825
CS2_38,229,0.9081075628787545,79,2341.186333490885,2341.186333490885,2341.186333490885,2341.186333490885,147,4382.233845813957,4382.233845813957,4382.233845813957,4382.233845813957,180,5372.727063218248,5372.727063218248,5372.727063218248,5372.727063218248,0.8046213470434974
CS2_38,230,1.0165423538192613,80,2371.2174570254283,2371.2174570254283,2371.2174570254283,2371.2174570254283,147,4382.249858313648,4382.249858313648,4382.249858313648,4382.249858313648,180,5372.758436525764,5372.758436525764,5372.758436525764,5372.758436525764,0.9006991148316504
CS2_38,231,1.0167960590883993,79,2341.2021069939947,2341.2021069939947,2341.2021069939947,2341.2021069939947,147,4382.250280306966,4382.250280306966,4382.250280306966,4382.250280306966,180,5372.759049430722,5372.759049430722,5372.759049430722,5372.759049430722,0.9009239083294149
CS2_38,232,1.0170033092654052,79,2341.1866422465537,2341.1866422465537,2341.1866422465537,2341.1866422465537,147,4382.234822476923,4382.234822476923,4382.234822476923,4382.234822476923,180,5372.743462969549,5372.743462969549,5372.743462969549,5372.743462969549,0.9011075406692545
CS2_38,233,1.0172392207463403,79,2341.1555374743184,2341.1555374743184,2341.1555374743184,2341.1555374743184,147,4382.203739248391,4382.203739248391,4382.203739248391,4382.203739248391,180,5372.712660657184,5372.712660657184,5372.712660657184,5372.712660657184,0.9013165681251776
CS2_38,234,1.01727130256873,80,2371.2185098534683,2371.2185098534683,2371.2185098534683,2371.2185098534683,147,4382.2201704632025,4382.2201704632025,4382.2201704632025,4382.2201704632025,180,5372.729026478832,5372.729026478832,5372.729026478832,5372.729026478832,0.9013449939639241
CS2_38,235,1.0172046395794965,80,2371.218204887118,2371.218204887118,2371.218204887118,2371.218204887118,147,4382.236263032828,4382.236263032828,4382.236263032828,4382.236263032828,180,5372.744806493225,5372.744806493225,5372.744806493225,5372.744806493225,0.9012859277625316
CS2_38,236,1.0172706589525475,79,2341.187234775629,2341.187234775629,2341.187234775629,2341.187234775629,147,4382.235966502572,4382.235966502572,4382.235966502572,4382.235966502572,180,5372.729232673533,5372.729232673533,5372.729232673533,5372.729232673533,0.9013444236930213
CS2_38,237,1.0172430249670086,79,2341.1717903239187,2341.1717903239187,2341.1717903239187,2341.1717903239187,147,4382.205036305997,4382.205036305997,4382.205036305997,4382.205036305997,180,5372.714256515668,5372.714256515668,5372.714256515668,5372.714256515668,0.9013199388240724
CS2_38,238,1.0035774271668743,77,2281.154903511051,2281.154903511051,2281.154903511051,2281.154903511051,145,4322.202394395601,4322.202394395601,4322.202394395601,4322.202394395601,178,5312.694598625763,5312.694598625763,5312.694598625763,5312.694598625763,0.8892116466353784
CS2_38,239,1.0044624714397088,83,2461.254188032821,2461.254188032821,2461.254188032821,2461.254188032821,147,4382.233178994502,4382.233178994502,4382.233178994502,4382.233178994502,176,5252.676949815825,5252.676949815825,5252.676949815825,5252.676949815825,0.8899958329411766
CS2_38,240,1.0030558146557098,83,2461.2546549483086,2461.2546549483086,2461.2546549483086,2461.2546549483086,147,4382.234132820449,4382.234132820449,4382.234132820449,4382.234132820449,176,5252.678006032307,5252.678006032307,5252.678006032307,5252.678006032307,0.8887494760968605
CS2_38,241,0.9990614709209069,83,2461.223366798309,2461.223366798309,2461.223366798309,2461.223366798309,147,4382.186847804813,4382.186847804813,4382.186847804813,4382.186847804813,175,5222.615363015386,5222.615363015386,5222.615363015386,5222.615363015386,0.8852103201996632
CS2_38,242,0.9963578067871524,84,2491.268924437638,2491.268924437638,2491.268924437638,2491.268924437638,147,4382.230419346015,4382.230419346015,4382.230419346015,4382.230419346015,175,5222.644225726137,5222.644225726137,5222.644225726137,5222.644225726137,0.8828147605036746
CS2_38,243,1.0083251931109984,87,2581.2844986643177,2581.2844986643177,2581.2844986643177,2581.2844986643177,149,4442.232215134427,4442.232215134427,4442.232215134427,4442.232215134427,176,5252.645548493369,5252.645548493369,5252.645548493369,5252.645548493369,0.8934183661756258
CS2_38,244,1.0104471833421158,82,2431.230812237831,2431.230812237831,2431.230812237831,2431.230812237831,146,4352.211477549048,4352.211477549048,4352.211477549048,4352.211477549048,177,5282.687285169843,5282.687285169843,5282.687285169843,5282.687285169843,0.8952985384239024
CS2_38,245,1.0030784682049472,81,2401.2149114266504,2401.2149114266504,2401.2149114266504,2401.2149114266504,147,4382.198286813218,4382.198286813218,4382.198286813218,4382.198286813218,178,5312.674723644741,5312.674723644741,5312.674723644741,5312.674723644741,0.8887695480905844
CS2_38,246,0.9964179807030291,83,2461.2382617935073,2461.2382617935073,2461.2382617935073,2461.2382617935073,146,4352.170462494134,4352.170462494134,4352.170462494134,4352.170462494134,175,5222.613969186088,5222.613969186088,5222.613969186088,5222.613969186088,0.8828680771142049
CS2_38,247,1.000842857937891,87,2581.251957852485,2581.251957852485,2581.251957852485,2581.251957852485,151,4502.198710978559,4502.198710978559,4502.198710978559,4502.198710978559,177,5282.596196598818,5282.596196598818,5282.596196598818,5282.596196598818,0.8867887037302085
CS2_38,248,1.000733274148568,85,2521.2845403125484,2521.2845403125484,2521.2845403125484,2521.2845403125484,146,4352.217525861479,4352.217525861479,4352.217525861479,4352.217525861479,176,5252.676124169946,5252.676124169946,5252.676124169946,5252.676124169946,0.8866916079017146
CS2_38,249,0.994428710439236,85,2521.2835932635717,2521.2835932635717,2521.2835932635717,2521.2835932635717,145,4322.181914920704,4322.181914920704,4322.181914920704,4322.181914920704,175,5222.643121259214,5222.643121259214,5222.643121259214,5222.643121259214,0.8811055003174509
CS2_38,250,1.0064880032481636,88,2611.314186339754,2611.314186339754,2611.314186339754,2611.314186339754,148,4412.231144717007,4412.231144717007,4412.231144717007,4412.231144717007,175,5222.644069526243,5222.644069526243,5222.644069526243,5222.644069526243,0.8917905389857247
CS2_38,251,1.008225068150601,83,2461.2264825456587,2461.2264825456587,2461.2264825456587,2461.2264825456587,146,4352.177288387553,4352.177288387553,4352.177288387553,4352.177288387553,178,5312.668016066651,5312.668016066651,5312.668016066651,5312.668016066651,0.8933296512658498
CS2_38,252,1.00079548160865,81,2401.2124350902814,2401.2124350902814,2401.2124350902814,2401.2124350902814,146,4352.194690505923,4352.194690505923,4352.194690505923,4352.194690505923,177,5282.655197048014,5282.655197048014,5282.655197048014,5282.655197048014,0.8867467263176088
CS2_38,253,0.9938122804385419,84,2491.2367254288692,2491.2367254288692,2491.2367254288692,2491.2367254288692,146,4352.183973053499,4352.183973053499,4352.183973053499,4352.183973053499,174,5192.611658187176,5192.611658187176,5192.611658187176,5192.611658187176,0.8805593175107093
CS2_38,254,0.9958322205763261,86,2551.282049660891,2551.282049660891,2551.282049660891,2551.282049660891,146,4352.1984018249495,4352.1984018249495,4352.1984018249495,4352.1984018249495,174,5192.610153822039,5192.610153822039,5192.610153822039,5192.610153822039,0.882349069100773
CS2_38,255,0.9925432479949485,85,2521.283095340652,2521.283095340652,2521.283095340652,2521.283095340652,146,4352.199488001192,4352.199488001192,4352.199488001192,4352.199488001192,174,5192.627135997158,5192.627135997158,5192.627135997158,5192.627135997158,0.8794349015979411
CS2_38,256,0.9936609093130251,85,2521.2821377453656,2521.2821377453656,2521.2821377453656,2521.2821377453656,145,4322.18241423204,4322.18241423204,4322.18241423204,4322.18241423204,173,5162.609993476406,5162.609993476406,5162.609993476406,5162.609993476406,0.8804251963516136
CS2_38,257,0.997860114545599,87,2581.312658620911,2581.312658620911,2581.312658620911,2581.312658620911,145,4322.197746533886,4322.197746533886,4322.197746533886,4322.197746533886,173,5162.625258790984,5162.625258790984,5162.625258790984,5162.625258790984,0.8841458681187717
CS2_38,258,1.0023491436437002,83,2461.2555464385805,2461.2555464385805,2461.2555464385805,2461.2555464385805,146,4352.204616713236,4352.204616713236,4352.204616713236,4352.204616713236,175,5222.649122890216,5222.649122890216,5222.649122890216,5222.649122890216,0.8881233359733302
CS2_38,259,1.0039826480214682,83,2461.2570395606745,2461.2570395606745,2461.2570395606745,2461.2570395606745,146,4352.206972258049,4352.206972258049,4352.206972258049,4352.206972258049,176,5252.66678111325,5252.66678111325,5252.66678111325,5252.66678111325,0.8895706892897969
CS2_38,260,0.9913170617561082,82,2431.222500981705,2431.222500981705,2431.222500981705,2431.222500981705,143,4262.140787905548,4262.140787905548,4262.140787905548,4262.140787905548,174,5192.61523913077,5192.61523913077,5192.61523913077,5192.61523913077,0.878348449217681
CS2_38,261,0.9908657700389121,86,2551.2976425180386,2551.2976425180386,2551.2976425180386,2551.2976425180386,145,4322.198510164948,4322.198510164948,4322.198510164948,4322.198510164948,173,5162.625955244439,5162.625955244439,5162.625955244439,5162.625955244439,0.8779485858487989
CS2_38,262,0.9930604420819158,86,2551.2982532776077,2551.2982532776077,2551.2982532776077,2551.2982532776077,146,4352.2145679931855,4352.2145679931855,4352.2145679931855,4352.2145679931855,173,5162.626809471723,5162.626809471723,5162.626809471723,5162.626809471723,0.8798931572275047
CS2_38,263,0.9902608721068304,85,2521.267477140238,2521.267477140238,2521.267477140238,2521.267477140238,145,4322.184437712975,4322.184437712975,4322.184437712975,4322.184437712975,174,5192.627640426304,5192.627640426304,5192.627640426304,5192.627640426304,0.8774126209379987
